Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
A New Adaptive Wireless Power Transfer Solution for Use with Space Rovers and Vehicles,Large AI,EEE,Prototype,10890,Project focusing on a new adaptive wireless power transfer solution for use with space rovers and vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Experimental Validation of Optical Wireless Receiver using Solar Panel with Bandwidth Enhancement Circuit,Large AI,EEE,Prototype,10890,Project focusing on experimental validation of optical wireless receiver using solar panel with bandwidth enhancement circuit.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Integration of Solar Power and Microwave WPT Exploiting Transparent Antennas,IoT,EEE,Prototype,9253,Project focusing on integration of solar power and microwave wpt exploiting transparent antennas.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
STM Based Solar Wireless Charging Station for Evs,Simulation,EEE,Product,10499,Project focusing on stm based solar wireless charging station for evs.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Enhancing Efficiency in Wireless Solar Charging Stations Through IoT Control and Optimization Strategy,IoT,EEE,Product,10999,Project focusing on enhancing efficiency in wireless solar charging stations through iot control and optimization strategy.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Enhancing Energy Efficiency in Solar Water Heating Systems for Sustainable Homes with IoT Technology,IoT,EEE,Product,8699,Project focusing on enhancing energy efficiency in solar water heating systems for sustainable homes with iot technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
SPARK Technology for Condition Monitoring of Solar Power Plants,Robotics,EEE,Prototype,11499,Project focusing on spark technology for condition monitoring of solar power plants.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
A Node Task Assignment Algorithm for Energy Harvesting Wireless Multimedia Sensor Networks,Machine Learning,Medical,Prototype,8499,Project focusing on a node task assignment algorithm for energy harvesting wireless multimedia sensor networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Medical",FALSE
Vehicles Charging Using on the Go Wireless Power Transmission for Modern Cities,Simulation,EEE,Product,10999,Project focusing on vehicles charging using on the go wireless power transmission for modern cities.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Power Self-Sustained Wireless Bridge Deformation Monitoring System Based on Solar Photovoltaic,Machine Learning,EEE,Prototype,8799,Project focusing on power self-sustained wireless bridge deformation monitoring system based on solar photovoltaic.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Artificial Intelligence - Smart Energy Distribution and Management System for small autonomous Photo-voltaic Systems,Machine Learning,CSE,Prototype,9599,Project focusing on artificial intelligence - smart energy distribution and management system for small autonomous photo-voltaic systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Experimental Design of Solar Powered Dynamic Wireless Charging of Electric Vehicle,Large AI,EEE,Product,8599,Project focusing on experimental design of solar powered dynamic wireless charging of electric vehicle.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
IoT Based Solar Performance Monitoring System,IoT,EEE,Product,8499,Project focusing on iot based solar performance monitoring system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Hardware Design of Micro PV - Battery System for Underwater Wireless Power Supply,Machine Learning,EEE,Product,8999,Project focusing on hardware design of micro pv - battery system for underwater wireless power supply.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Remote-Controlled Lawn Mower Powered by Solar Panel with Sun Tracking System,Simulation,EEE,Prototype,7499,Project focusing on remote-controlled lawn mower powered by solar panel with sun tracking system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Real-time Forest Fire Detection and Alert System Using Wireless Sensor Networks and Solar Energy,Simulation,ECE,Prototype,9499,Project focusing on real-time forest fire detection and alert system using wireless sensor n+etworks and solar energy.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Smart Power-Sharing System for Dormant Domestic Consumers using Green Energy using Wireless Networks,IoT,EEE,Prototype,11999,Project focusing on smart power-sharing system for dormant domestic consumers using green energy using wireless networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Preliminary Study of an In-Space Wireless Power Transmission for CubeSats,IoT,EEE,Prototype,8686,Project focusing on preliminary study of an in-space wireless power transmission for cubesats.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Recent Technologies on Integration of Wireless Power Transfer and Photovoltaic Systems,Machine Learning,EEE,Product,13313,Project focusing on recent technologies on integration of wireless power transfer and photovoltaic systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Wireless mobile charging for smart electrical bus,Large AI,EEE,Prototype,18443,Project focusing on wireless mobile charging for smart electrical bus.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
LEO Satellite-Based Space Solar Power Systems,Embedded,EEE,Product,11999,Project focusing on leo satellite-based space solar power systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Investigation of Wireless Power Transfer Based on the Photovoltaic System,Machine Learning,EEE,Prototype,10499,Project focusing on investigation of wireless power transfer based on the photovoltaic system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Intelligent Control System for Solar Power Complementing with Grid Power,Simulation,EEE,Product,8999,Project focusing on intelligent control system for solar power complementing with grid power.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Wireless Solar Mobile Phone Charger,Robotics,EEE,Prototype,8599,Project focusing on wireless solar mobile phone charger.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Solar-Powered Wireless Charging Station for Electric Vehicles,Large AI,EEE,Prototype,10298,Project focusing on solar-powered wireless charging station for electric vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Phone Case Harnessing the Power of the Sun,Robotics,EEE,Product,9910,Project focusing on phone case harnessing the power of the sun.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
A Sensorless MPPT Structure for Low Cost Solar Energy Harvesting in Wireless Sensor Networks,Embedded,EEE,Prototype,5696,Project focusing on a sensorless mppt structure for low cost solar energy harvesting in wireless sensor networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Spacecraft Wireless Solar Array Drive Assembly Based on Magnetically Coupled Wireless Transmission Technology,Robotics,EEE,Prototype,9999,Project focusing on spacecraft wireless solar array drive assembly based on magnetically coupled wireless transmission technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Wireless Electric Vehicle Charger Using Solar Energy,IoT,EEE,Product,6899,Project focusing on wireless electric vehicle charger using solar energy.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Interference analysis of on-board small station system on railway networks,Machine Learning,CSE,Product,8899,Project focusing on interference analysis of on-board small station system on railway networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",FALSE
A Novel Concentrator Design for OMEGA Wireless Power Transmission System,Large AI,EEE,Prototype,9899,Project focusing on a novel concentrator design for omega wireless power transmission system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
HELIOCOMM: A Wireless Revolution in Concentrated Solar Power Systems,IoT,EEE,Prototype,9500,Project focusing on heliocomm: a wireless revolution in concentrated solar power systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Solar based Wireless Charging and Battery Level Management,Large AI,EEE,Prototype,9599,Project focusing on solar based wireless charging and battery level management.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
GSM based Vehicle Security Theft Control System,Large AI,Civil,Product,7499,Project focusing on gsm based vehicle security theft control system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",FALSE
Intelligent Home Control System Using Augmented Reality and Internet of Things (IoT),IoT,EEE,Product,9499,Project focusing on intelligent home control system using augmented reality and internet of things (iot).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Smart Hybrid Energy Management System Using Multiple Energy Sources,IoT,ECE,Product,8899,Project focusing on smart hybrid energy management system using multiple energy sources.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",FALSE
Enhancing Solar Energy Efficiency with MPPT Charge Controller Technology,Large AI,EEE,Product,8500,Project focusing on enhancing solar energy efficiency with mppt charge controller technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Power Quality Improvement in a PV Based Electric Vehicle (EV) Charging Station Interfacing with Grid Using Bidirectional Converter,Simulation,EEE,Product,10999,Project focusing on power quality improvement in a pv based electric vehicle (ev) charging station interfacing with grid using bidirectional converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Protection for Electric Line Men Safety Using Mobile Application with Code-Based Circuit Breaker,Embedded,ECE,Product,8599,Project focusing on protection for electric line men safety using mobile application with code-based circuit breaker.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",TRUE
Small Three-Phase Fault Detection System,IoT,Civil,Prototype,7999,Project focusing on small three-phase fault detection system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
IoT-Based Smart Grid Load Management System,Simulation,EEE,Prototype,8699,Simulates and manages load distribution across smart grid networks to prevent blackouts . Interacts with IoT devices to shed non-essential loads during peak demand.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Smart Grid, Load Management, IoT",TRUE
Smart Transformer Health Monitoring Using Embedded Sensors,Embedded,EEE,Product,7599,"Tracks oil temperature, vibration, and electrical load parameters on distribution transformers . Alerts maintenance teams before catastrophic failures occur.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Transformer Monitoring, Sensors, EEE",FALSE
AI-Based Power Demand Prediction Using Embedded Platforms,Machine Learning,EEE,Prototype,8499,Leverages historical data and machine learning on embedded systems to forecast energy consumption . Helps grid operators balance load and generation effectively.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Power Demand, Prediction, AI",TRUE
Smart Irrigation System using Soil Moisture Sensor,Embedded,CSE,Prototype,4999,Activates watering valves automatically when soil moisture drops below optimal thresholds. Conserves agricultural water resources efficiently.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Smart Irrigation, Sensors, Agriculture",FALSE
IoT-Based Smart Water Level and Pump Automation System,IoT,Civil,Product,4999,Automatically manages municipal or building water pumps based on tank levels and usage patterns . Prevents overflow and ensures consistent water availability.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Pump Automation, Water Management, Civil",FALSE
Voice Controlled Home Automation System,Large AI,ECE,Product,7999,Integrates speech recognition engines to control home appliances hands-free. Offers a highly accessible interface for elderly or physically impaired individuals.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Voice Control, Accessibility, Smart Home",FALSE
Embedded Battery Management System for Electric Vehicles,Embedded,EEE,Product,8999,"Monitors individual cell voltages, temperatures, and state of charge in EV battery packs . Balances power load to ensure safety and longevity of the energy storage.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"BMS, Electric Vehicles, Embedded",TRUE
IoT Based Cattle Health and Location Tracker,IoT,Medical,Product,6999,Utilizes wearable tags to track livestock vital signs and GPS coordinates over large pastures. Alerts farmers to health issues or lost animals immediately.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Livestock, Wearable, Health Tracking",FALSE
Smart Traffic Signal Control Using Adaptive Algorithms,Embedded,Civil,Product,9299,Adjusts traffic light timings dynamically based on real-time vehicle flow data . Alleviates urban congestion and optimizes intersection throughput.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Traffic Control, Adaptive Algorithms, Civil",FALSE
Digital Twin-Based Embedded Power System Monitoring,Simulation,EEE,Prototype,8999,Creates a virtual simulation replica of the physical power grid to monitor states and predict failures . Uses embedded sensors to bridge the physical and digital models.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Digital Twin, Simulation, Power System",TRUE
Automated Crop Health Monitoring using IoT and Image Processing,Machine Learning,CSE,Prototype,7599,Captures field imagery and uses image processing models to detect early symptoms of plant diseases. Triggers timely agricultural interventions to save crops.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Image Processing, Agriculture, Crop Health",TRUE
Embedded Industrial Robot Control System,Robotics,Mechanical,Prototype,12499,Manages robotic arm kinematics and precise motor control for industrial manufacturing tasks . Improves assembly line speed and accuracy.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Industrial Automation, Embedded Control",TRUE
IoT Based Smart Kitchen Monitoring System,IoT,CSE,Product,9000,Monitors kitchen appliances and tracks inventory levels in real time. Prevents hazardous situations like unattended stoves and manages grocery depletion.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Smart Kitchen, Monitoring, IoT",FALSE
Smart Elevator Control System Using Embedded Technology,Embedded,Mechanical,Prototype,12500,Optimizes elevator dispatching and travel times using embedded logic controllers . Enhances passenger flow and reduces mechanical wear.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Elevator Control, Embedded, Automation",FALSE
IoT Based Smart Doorbell with Face Recognition,Machine Learning,ECE,Prototype,5999,Uses a camera module and computer vision to identify visitors at the door. Sends remote notifications with visual confirmation to the homeowner.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Face Recognition, Smart Doorbell, Computer Vision",TRUE
Embedded Cybersecurity Framework for Smart Grids,Embedded,CSE,Prototype,7999,Implements robust security protocols on embedded hardware to protect smart grid infrastructure from cyber threats . Ensures data integrity and reliable power distribution.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Cybersecurity, Smart Grid, Embedded",TRUE
Smart Home Automation using IoT,IoT,CSE,Product,8500,"Allows users to remotely control lights, fans, and appliances via a mobile application. Reduces energy waste and adds convenience for daily tasks.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Smart Home, Home Automation",FALSE
Edge AI-Based Embedded Fault Detection in Power Systems,Machine Learning,EEE,Prototype,8699,Employs edge artificial intelligence on embedded hardware to identify power grid anomalies instantly . Minimizes latency and enhances system protection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Edge AI, Power Systems, Fault Detection",TRUE
IoT-Based Smart Substation Monitoring and Fault Detection System,IoT,EEE,Product,8499,Continuously evaluates substation parameters to predict and detect electrical faults . Ensures grid reliability and remote monitoring capabilities.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Substation, Fault Detection, IoT",FALSE
Design and Implementation of an IoT-Enabled Smart Industrial Safety Helmet for Real-Time Worker Monitoring and Accident Prevention,IoT,ECE,Prototype,7999,"Integrates multiple sensors such as temperature sensors, gas sensors and motion sensors to continuously monitor environmental hazards . Transmits real-time alerts to a cloud platform to prevent industrial accidents.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Industrial Safety, IoT, Smart Helmet",TRUE
